Unnamed: 0,archi,model_name,epochs,batch_size,bands,lr,unitary,opt,loss,train_loss,val_loss,train_iou,train_acc,metrics_by_epoch
,Archi1,./mod/quantum/Archi1/\ep9_lr0.001_time_19_44_57_idd82_val_loss0.2714232802391052_train_loss0.23784664273262024.model,10,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.001,,Adam,BCEWithLogitsLoss,tensor(0.2378),tensor(0.2714),0.0,tensor(0.9617),"{1: {'train_loss': tensor(0.5416), 'val_loss': tensor(0.4967), 'train_iou': 0.013618503, 'train_acc': tensor(0.9347)}, 2: {'train_loss': tensor(0.4645), 'val_loss': tensor(0.4511), 'train_iou': 0.0022432157, 'train_acc': tensor(0.9564)}, 3: {'train_loss': tensor(0.4233), 'val_loss': tensor(0.4286), 'train_iou': 0.008421131, 'train_acc': tensor(0.9596)}, 4: {'train_loss': tensor(0.3882), 'val_loss': tensor(0.3861), 'train_iou': 0.0039207726, 'train_acc': tensor(0.9603)}, 5: {'train_loss': tensor(0.3537), 'val_loss': tensor(0.3627), 'train_iou': 0.0013717036, 'train_acc': tensor(0.9609)}, 6: {'train_loss': tensor(0.3210), 'val_loss': tensor(0.3344), 'train_iou': 0.00088315684, 'train_acc': tensor(0.9615)}, 7: {'train_loss': tensor(0.2965), 'val_loss': tensor(0.3099), 'train_iou': 0.0025093697, 'train_acc': tensor(0.9617)}, 8: {'train_loss': tensor(0.2727), 'val_loss': tensor(0.2975), 'train_iou': 0.0, 'train_acc': tensor(0.9617)}, 9: {'train_loss': tensor(0.2541), 'val_loss': tensor(0.2726), 'train_iou': 6.0716455e-05, 'train_acc': tensor(0.9617)}, 10: {'train_loss': tensor(0.2378), 'val_loss': tensor(0.2714), 'train_iou': 0.0, 'train_acc': tensor(0.9617)}}"
