,archi,model_name,epochs,batch_size,bands,lr,unitary,opt,loss,train_loss,val_loss,train_iou,train_acc,metrics_by_epoch
,Archi4,./mod/quantum/Archi4/\ep4_lr0.001_time_12_48_36_idd24_val_loss0.404562771320343_train_loss0.41351819038391113.model,5,10.0,"[12, 13]",0.001,,Adam,BCEWithLogitsLoss,tensor(0.4135),tensor(0.4046),0.0077070543,tensor(0.9604),"{1: {'train_loss': tensor(0.6281), 'val_loss': tensor(0.5828), 'train_iou': 0.03906641, 'train_acc': tensor(0.7694)}, 2: {'train_loss': tensor(0.5517), 'val_loss': tensor(0.5257), 'train_iou': 0.031717323, 'train_acc': tensor(0.9146)}, 3: {'train_loss': tensor(0.5003), 'val_loss': tensor(0.4822), 'train_iou': 0.024543893, 'train_acc': tensor(0.9446)}, 4: {'train_loss': tensor(0.4525), 'val_loss': tensor(0.4418), 'train_iou': 0.010751855, 'train_acc': tensor(0.9583)}, 5: {'train_loss': tensor(0.4135), 'val_loss': tensor(0.4046), 'train_iou': 0.0077070543, 'train_acc': tensor(0.9604)}}"
,Archi4,./mod/quantum/Archi4/big_ep4_lr0.001_time_14_15_30_idd98_val_loss0.3341093957424164_train_loss0.3150314390659332.model,5,19.0,"[1,2,3,4,5,6,7,8,9,10,11,12,13]",0.001,,Adam,BCEWithLogitsLoss,tensor(0.414), tensor(0.405), 0.008,tensor(0.960),"{1: {'train_loss': tensor(0.628), 'val_loss': tensor(0.583), 'train_iou': 0.039, 'train_acc': tensor(0.769)}, 2: {'train_loss': tensor(0.552), 'val_loss': tensor(0.526), 'train_iou': 0.032, 'train_acc': tensor(0.915)},3: {'train_loss': tensor(0.500), 'val_loss': tensor(0.482), 'train_iou': 0.025, 'train_acc': tensor(0.945)}, 4: {'train_loss': tensor(0.452), 'val_loss': tensor(0.442), 'train_iou': 0.011, 'train_acc': tensor(0.958)},5: {'train_loss': tensor(0.414), 'val_loss': tensor(0.405), 'train_iou': 0.008, 'train_acc': tensor(0.960)}}"  
,Archi4,./mod/quantum/Archi4/\ep4_lr0.01_time_21_43_10_idd93_val_loss0.2249322384595871_train_loss0.15887309610843658.model,5,10.0,"[12, 13]",0.01,,Adam,BCEWithLogitsLoss,tensor(0.1589),tensor(0.2249),0.0,tensor(0.9627),"{1: {'train_loss': tensor(0.3102), 'val_loss': tensor(0.2383), 'train_iou': 0.0063754143, 'train_acc': tensor(0.9576)}, 2: {'train_loss': tensor(0.1781), 'val_loss': tensor(0.2104), 'train_iou': 0.0, 'train_acc': tensor(0.9627)}, 3: {'train_loss': tensor(0.1625), 'val_loss': tensor(0.1883), 'train_iou': 0.0, 'train_acc': tensor(0.9627)}, 4: {'train_loss': tensor(0.1599), 'val_loss': tensor(0.2271), 'train_iou': 0.0, 'train_acc': tensor(0.9627)}, 5: {'train_loss': tensor(0.1589), 'val_loss': tensor(0.2249), 'train_iou': 0.0, 'train_acc': tensor(0.9627)}}"
,Archi4,./mod/quantum/Archi4/\ep4_lr0.01_time_07_11_44_idd92_val_loss0.25901275873184204_train_loss0.1585901826620102.model,5,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.01,,Adam,BCEWithLogitsLoss,tensor(0.1586),tensor(0.2590),0.0,tensor(0.9627),"{1: {'train_loss': tensor(0.3745), 'val_loss': tensor(0.2660), 'train_iou': 0.005531536, 'train_acc': tensor(0.9560)}, 2: {'train_loss': tensor(0.1869), 'val_loss': tensor(0.2355), 'train_iou': 0.0, 'train_acc': tensor(0.9627)}, 3: {'train_loss': tensor(0.1582), 'val_loss': tensor(0.2467), 'train_iou': 0.0, 'train_acc': tensor(0.9627)}, 4: {'train_loss': tensor(0.1591), 'val_loss': tensor(0.2215), 'train_iou': 0.0, 'train_acc': tensor(0.9627)}, 5: {'train_loss': tensor(0.1586), 'val_loss': tensor(0.2590), 'train_iou': 0.0, 'train_acc': tensor(0.9627)}}"
